patient,n_windows,n_omega_hr,ham_K1_S5,ham_K1_S10,ham_K2_S5,ham_K1_S15,ham_K3_S5,ham_K1_S20,ham_K2_S10,ham_K4_S5,ham_K1_S25,ham_K5_S5,ham_K16_S5,ham_K16_S10,ham_K16_S15,ham_K16_S20,ham_K16_S25,proj_K1_S5,proj_K1_S10,proj_K2_S5,proj_K1_S15,proj_K3_S5,proj_K1_S20,proj_K2_S10,proj_K4_S5,proj_K1_S25,proj_K5_S5,proj_K16_S5,proj_K16_S10,proj_K16_S15,proj_K16_S20,proj_K16_S25,ppg_findpeaks,ppg_official,mech_I_S5,mech_C_S5,mech_G_S5,mech_SD_S5,mech_MAD_S5,mech_wRMS_S5,mech_I_S10,mech_C_S10,mech_G_S10,mech_SD_S10,mech_MAD_S10,mech_wRMS_S10,mech_I_S15,mech_C_S15,mech_G_S15,mech_SD_S15,mech_MAD_S15,mech_wRMS_S15,mech_I_S20,mech_C_S20,mech_G_S20,mech_SD_S20,mech_MAD_S20,mech_wRMS_S20,mech_I_S25,mech_C_S25,mech_G_S25,mech_SD_S25,mech_MAD_S25,mech_wRMS_S25
4625,15.0,15.0,3.695898,4.151029,3.459584,3.83098,2.964535,3.440855,3.874531,2.945323,3.495334,2.856621,2.912836,3.399721,3.052505,3.078224,3.243861,3.850303,3.546558,3.602994,3.669316,2.684417,3.301792,2.924508,3.576811,2.896469,2.653666,2.809432,2.137114,2.099312,1.86623,1.724393,5.744175,,3.092316,2.545937,0.546378,2.348966,0.2482,1.046941,2.995581,2.540498,0.455083,2.03626,0.312138,1.107688,2.950438,2.56276,0.387678,1.897924,0.340231,1.121809,2.786655,2.568429,0.218226,1.407127,0.346712,1.126625,2.667344,2.560445,0.106899,1.269058,0.359218,1.128695
4636,15.0,15.0,5.39435,5.544534,5.12887,5.82907,4.426503,5.766354,5.488457,4.970716,5.868797,4.545776,4.706826,4.682635,4.775953,4.803426,4.590572,6.940727,6.805009,6.303671,6.442566,6.461509,6.394245,6.381986,6.662366,6.253356,6.469786,5.720403,3.891777,4.383901,4.089886,4.066002,6.645327,,1.907734,1.625195,0.282539,0.613666,0.286095,1.045052,2.396418,1.648869,0.747548,2.440047,0.317003,1.101445,2.212088,1.648374,0.563714,1.69242,0.338233,1.117272,2.132247,1.620813,0.511434,1.296511,0.306043,1.124119,2.226283,1.615379,0.610904,1.804772,0.30561,1.127389
4638,15.0,15.0,10.87291,10.754994,10.724777,10.976239,10.723326,10.82197,10.643343,10.719784,10.851359,10.521846,10.520362,10.704586,10.788486,10.645119,10.65781,5.686145,6.343702,5.266079,5.982463,3.75643,6.237001,5.820104,3.74945,6.364578,3.285425,3.501787,3.433056,3.737867,3.723819,3.723915,11.768888,,9.483518,9.427845,0.055673,0.369238,0.146884,1.00702,9.455941,9.434544,0.021397,0.530681,0.161447,1.071988,9.513605,9.436762,0.076842,0.377449,0.175642,1.089818,9.457031,9.437425,0.019606,0.64934,0.183152,1.095978,9.468156,9.440384,0.027772,0.620671,0.184935,1.098627
4640,15.0,15.0,0.71768,1.071085,0.645739,1.100749,0.408133,1.215221,0.975275,0.37324,1.223281,0.408111,0.313674,0.317505,0.346261,0.371899,0.330532,1.007007,2.036167,0.938932,2.478353,0.520372,2.556839,1.895523,0.533468,2.751288,0.423407,0.392492,0.451526,0.441266,0.452915,0.466319,0.57001,,0.71768,0.313674,0.404006,1.23341,0.279804,1.00988,1.071085,0.317505,0.75358,2.135459,0.336256,1.052022,1.100749,0.346261,0.754488,2.177462,0.390437,1.060183,1.215221,0.371899,0.843322,2.25354,0.441364,1.061464,1.223281,0.330532,0.892749,2.347778,0.416306,1.061374
4646,16.0,16.0,4.950284,5.147642,4.912035,5.296578,4.741399,5.263372,5.082637,4.727579,5.213993,4.721767,4.718244,4.719886,4.714168,4.718039,4.724365,15.608136,15.624216,15.592354,15.636871,15.586719,15.636842,15.602902,15.5828,15.62439,15.592228,15.572749,15.583274,15.591552,15.586416,15.588773,4.754436,,4.950284,4.718244,0.23204,1.136922,0.13219,1.049803,5.147642,4.719886,0.427757,1.946844,0.148594,1.101924,5.296578,4.714168,0.582411,2.256402,0.154467,1.116046,5.263372,4.718039,0.545333,2.120055,0.155054,1.121145,5.213993,4.724365,0.489629,1.948994,0.161662,1.123814
4655,15.0,15.0,0.566184,0.664971,0.504647,0.683139,0.162737,0.791189,0.599819,0.14309,0.804706,0.121136,0.096922,0.110058,0.100539,0.094654,0.097526,0.259102,0.671978,0.200631,1.125876,0.158436,1.577262,0.589025,0.1401,1.678731,0.117302,0.088444,0.088506,0.091085,0.090703,0.095525,0.068818,,0.395653,0.105,0.290653,0.929781,0.167371,1.03385,0.462961,0.116958,0.346003,1.089226,0.190912,1.097914,0.599491,0.106056,0.493435,1.558605,0.195298,1.112717,0.688676,0.099412,0.589265,1.874901,0.20461,1.117435,0.723928,0.099689,0.624239,1.969174,0.209006,1.11953
4671,16.0,16.0,3.689666,3.212054,3.634069,3.266705,3.35814,3.079916,2.944247,3.496215,3.407781,3.472444,3.338746,2.62357,2.780038,2.837442,2.965677,5.422046,5.847184,4.341728,6.205115,2.866646,6.198561,5.392871,2.469446,6.305797,3.629409,0.644997,1.415405,0.743437,1.273809,1.749863,4.200426,,0.809049,0.559732,0.249318,0.701013,0.157811,0.99813,1.011739,0.545731,0.466008,1.426635,0.185534,1.04857,1.086338,0.540622,0.545717,1.622545,0.183573,1.059661,1.084149,0.53658,0.547569,1.583116,0.232614,1.064675,1.163206,0.535354,0.627853,1.781333,0.194397,1.0672
4674,15.0,15.0,3.760563,3.26924,3.568743,2.939835,3.408639,3.272544,3.268977,3.421458,3.267902,3.032235,2.808148,2.810139,2.324751,2.344277,2.55026,4.905524,4.474986,4.86835,4.288592,4.401214,4.371981,4.485698,4.192866,4.689926,4.126004,3.82281,2.563487,2.324179,2.819666,3.083528,3.977681,,0.364179,0.205506,0.158673,0.632391,0.123785,0.96948,0.358416,0.216273,0.142142,0.558551,0.14891,1.036922,0.341819,0.216018,0.125801,0.394493,0.171274,1.055223,0.387051,0.218532,0.16852,0.535034,0.169358,1.062137,0.391931,0.216574,0.175357,0.518749,0.171988,1.06554
4677,15.0,15.0,2.915691,2.793819,2.632809,2.789558,2.534302,2.467835,2.564475,2.249814,2.437005,2.039709,1.728805,1.787459,1.728456,1.744939,1.777073,1.873653,1.958477,1.807898,1.983462,1.699618,1.972295,1.631365,1.756812,2.1029,1.545411,0.526632,0.961587,0.971214,1.093761,1.047558,3.549701,,0.988246,0.701307,0.286939,1.191936,0.152635,1.048737,1.103016,0.693472,0.409544,1.640665,0.172829,1.100295,1.154851,0.695377,0.459474,1.823311,0.184777,1.114019,1.120124,0.691639,0.428485,1.700548,0.195707,1.119079,1.091085,0.693066,0.398019,1.559006,0.20031,1.121557
4718,15.0,15.0,4.876094,3.94516,4.50476,3.752219,4.295852,3.545573,3.759251,4.255899,3.916109,4.270882,4.082014,3.206742,3.431929,3.237161,3.459998,4.271707,4.197199,3.809362,4.289949,2.888954,4.405468,3.699211,3.245929,4.553456,2.774505,3.024342,2.302189,2.438937,2.419661,2.340817,5.544212,,2.226442,2.193999,0.032443,0.199738,0.138169,1.031272,2.243756,2.194926,0.04883,0.230213,0.143024,1.087814,2.252869,2.195913,0.056956,0.245608,0.166813,1.102233,2.258099,2.198669,0.05943,0.252873,0.176196,1.107858,2.261771,2.18678,0.074991,0.270478,0.186852,1.110397
4727,30.0,30.0,4.260684,4.099761,4.089078,4.226104,3.35908,4.124251,3.872686,3.37113,4.514597,3.461088,3.10061,2.862736,2.728383,2.70801,2.908324,5.881002,6.885454,5.705971,6.690604,5.338073,6.355006,6.751181,5.504902,6.387754,5.523329,5.196958,6.789427,5.656749,4.811047,4.626298,12.78813,,1.67809,1.232023,0.446067,1.841898,0.274173,1.031656,1.948375,1.116659,0.831716,2.820753,0.458593,1.091508,2.231161,1.193292,1.037869,3.522354,0.368776,1.106994,2.228879,1.16737,1.061509,3.620703,0.378948,1.113055,2.433055,1.283697,1.149358,3.89529,0.440139,1.115749
4729,46.0,46.0,5.683696,5.764679,5.136652,5.866834,5.065572,5.404128,5.419642,4.823816,5.60612,4.667245,5.281268,5.056532,4.95381,4.781793,4.938113,4.803181,5.316921,4.393945,5.983869,4.387932,5.78073,4.544335,4.176664,5.901209,4.070081,3.226622,2.484736,3.130508,3.204131,3.050135,3.50456,,0.438089,0.355467,0.082622,0.318236,0.16839,1.008638,0.516463,0.353908,0.162555,0.547173,0.185937,1.07229,0.586219,0.361651,0.224568,0.737817,0.19712,1.090387,0.613652,0.36205,0.251602,0.815618,0.205725,1.097998,0.632557,0.348162,0.284395,0.952219,0.210539,1.101758
4733,15.0,15.0,17.651659,19.983703,16.936805,19.580428,16.816144,20.247122,19.665008,15.902979,20.060041,15.611555,16.626593,17.167016,18.524643,18.315219,18.898089,29.567326,27.690122,27.633118,27.639422,29.583291,28.089795,25.776459,28.767362,27.874795,27.953891,26.808958,26.532334,26.470399,26.56153,26.964436,4.215828,,13.735565,12.831628,0.903937,8.731575,6.91274,0.947429,14.011091,13.070182,0.940909,8.351531,6.224421,0.99424,14.91275,14.549365,0.363384,8.356195,5.869925,1.006533,14.958473,14.512442,0.44603,7.62385,5.751812,1.008197,14.945907,15.084303,-0.138396,7.294204,5.107812,1.007812
4736,15.0,15.0,10.117522,10.373854,9.658725,11.719019,9.077657,12.862521,9.988028,8.569014,13.186244,8.964729,8.784023,9.526992,9.780049,11.030564,11.338869,13.761108,14.217582,13.082728,14.126325,11.556907,14.103241,13.390367,11.026372,14.199738,9.428219,9.062075,8.826943,9.248686,9.286578,9.573736,3.589665,,5.67446,4.298448,1.376012,4.680246,1.404951,1.007733,5.997958,4.822316,1.175643,4.440647,1.661718,1.065119,6.153859,5.119467,1.034392,5.019744,1.875702,1.070962,6.422612,5.693869,0.728743,4.838186,1.96857,1.071307,6.922292,5.896098,1.026194,5.487793,2.013896,1.070609
4737,15.0,15.0,3.3751,3.534574,3.269644,3.668841,2.944749,3.776005,3.101684,2.836919,3.620636,2.94106,2.699234,2.628212,2.709211,3.506591,2.75891,3.31436,4.300052,3.295354,4.299001,3.274045,4.505756,4.647651,3.274675,4.532281,3.143029,2.766726,4.814956,4.400456,4.773626,4.794905,5.233543,,2.546223,2.482635,0.063588,0.236531,0.128295,1.040839,2.557958,2.47341,0.084547,0.266895,0.158905,1.096318,2.58925,2.478807,0.110443,0.345597,0.170713,1.111672,2.63302,2.488355,0.144665,0.51569,0.174742,1.116897,2.659824,2.491561,0.168263,0.630018,0.187373,1.119184
4743,15.0,15.0,6.54379,6.212017,6.078973,6.539433,5.615347,6.321907,5.940591,5.611746,6.474355,6.022797,5.542142,4.867605,5.44613,5.55013,5.64317,7.726026,7.935146,6.55403,7.975644,6.044182,8.143503,7.023954,4.578559,8.322702,5.683161,4.094783,4.363445,4.592999,4.926279,4.853466,10.081694,,1.534182,1.291984,0.242198,1.056195,0.130887,1.00293,1.595661,1.299615,0.296046,1.100491,0.168833,1.064001,1.811153,1.31049,0.500664,1.615021,0.204239,1.078821,1.743289,1.303602,0.439687,1.568941,0.187132,1.084606,1.921569,1.308559,0.61301,1.670036,0.214347,1.08785
4744,15.0,15.0,6.370502,6.999897,5.758166,7.014135,5.72335,6.55139,6.560915,5.696859,6.434077,6.13387,6.573773,6.44379,6.988495,6.151246,5.594149,7.99804,6.562803,7.889084,5.917823,7.207905,6.273721,6.313144,7.118507,6.856601,8.198341,8.119467,5.888586,5.12117,5.336002,5.379277,6.332473,,0.222261,0.177911,0.04435,0.198683,0.126148,1.002096,0.314207,0.168105,0.146102,0.524039,0.164503,1.06445,0.39604,0.172677,0.223364,0.770659,0.168795,1.081886,0.42832,0.187582,0.240738,0.846536,0.172122,1.090345,0.387033,0.19206,0.194973,0.719743,0.179644,1.095257
4758,15.0,15.0,5.435051,4.670702,5.254144,4.378828,5.217801,4.778381,4.509223,4.715715,4.708997,4.957911,4.036944,4.36698,3.980221,4.283723,4.181777,6.079421,6.387563,5.454137,6.349057,3.110994,6.691664,5.805065,3.886101,6.815902,2.789054,3.073869,2.801241,1.972797,2.491493,2.495312,5.104428,,0.907841,0.4441,0.463741,1.702234,0.148383,0.988414,0.858207,0.456455,0.401752,1.535129,0.176301,1.049562,1.121121,0.443389,0.677731,2.310191,0.190246,1.066591,1.135007,0.443762,0.691244,2.356179,0.19457,1.072836,1.023949,0.440892,0.583057,1.915336,0.198445,1.075011
4759,15.0,15.0,9.911781,10.500507,9.540811,10.35949,8.983153,10.590302,10.268985,8.437319,10.67231,8.72178,8.620328,10.573777,10.132764,10.766653,9.956567,7.827935,9.366875,7.245436,9.338134,7.653822,9.07897,8.711259,6.493169,9.257305,5.842052,4.450866,4.963177,4.678923,4.719285,5.748785,9.153849,,2.980404,2.914917,0.065487,0.343868,0.112757,1.040641,3.085437,2.907542,0.177895,0.691299,0.130431,1.103682,3.07495,2.902427,0.172523,0.642152,0.137301,1.121288,3.08669,2.900438,0.186252,0.667709,0.135964,1.129826,3.125522,2.903934,0.221588,0.818073,0.144171,1.135345
4762,15.0,15.0,12.045095,11.664659,11.782203,12.088935,11.844659,12.304455,11.199588,11.206566,12.242719,11.392664,10.789341,11.334466,12.124235,12.057413,12.164516,6.829522,6.62318,6.789872,6.64729,6.656502,7.263636,6.480308,6.522183,7.207386,7.000861,5.967733,3.999353,3.168248,3.496395,3.785519,36.23924,,7.087263,6.874541,0.212722,0.976354,0.203473,1.049388,7.138296,6.879433,0.258863,1.191138,0.218628,1.104161,7.189016,6.873269,0.315747,1.323396,0.227812,1.120544,7.235434,6.879831,0.355603,1.449302,0.237588,1.126557,7.365559,6.894712,0.470847,1.793581,0.260228,1.128753
4770,15.0,15.0,5.580105,6.886115,4.744094,5.253402,5.147033,5.670861,6.579767,5.02565,5.972044,4.986598,5.158544,5.130059,4.814953,5.072402,5.224722,10.212723,8.556764,10.14404,9.003168,6.767816,8.660357,7.602745,7.444785,8.900508,6.734675,6.332684,3.061427,3.692735,3.779141,4.338114,3.518115,,1.618878,0.929671,0.689207,1.83702,0.619689,1.003989,1.825957,1.257315,0.568642,2.085005,0.754151,1.053723,1.737029,1.336881,0.400148,1.839956,0.773441,1.067354,1.804804,1.244154,0.56065,2.617417,0.774095,1.073126,2.013134,1.182201,0.830933,2.874014,1.008657,1.076087
4771,15.0,15.0,4.815814,4.822948,4.786419,4.834351,4.777808,4.89478,4.793389,4.771389,4.940262,4.769018,4.755272,4.757185,4.769565,4.77161,4.766213,17.322671,17.11206,17.058174,17.071732,17.45803,17.246802,16.847225,17.459722,17.189205,17.46505,17.454837,17.491532,17.492791,17.498564,17.477251,4.734034,,5.149952,5.090657,0.059294,0.175012,0.105587,1.024486,5.158962,5.092775,0.066187,0.199978,0.108829,1.081118,5.170344,5.101891,0.068452,0.215298,0.110976,1.100004,5.23497,5.104083,0.130888,0.445708,0.12518,1.108676,5.283462,5.102654,0.180809,0.632303,0.124823,1.113367
4785,15.0,15.0,1.915753,2.304597,1.89206,2.456299,1.844596,2.404643,2.153117,1.819809,2.371345,1.822715,1.789147,1.796579,1.802351,1.799256,1.803318,1.140001,1.040004,1.104508,1.155946,0.761306,1.19492,0.993403,0.745766,1.339268,0.742356,0.701603,0.728142,0.722851,0.737777,0.747716,1.817,,1.915753,1.789147,0.126606,0.467844,0.155078,1.018581,2.304597,1.796579,0.508018,1.862686,0.192983,1.083726,2.456299,1.802351,0.653949,2.000397,0.188987,1.103099,2.404643,1.799256,0.605387,1.958229,0.201268,1.110744,2.371345,1.803318,0.568026,2.162284,0.209034,1.114378
4804,15.0,15.0,3.479688,3.585315,3.321529,3.456852,3.307725,3.128534,3.59915,3.335956,3.315899,3.697436,3.700966,3.579003,3.617817,3.132744,3.136115,4.909021,5.237723,4.915093,5.284453,4.165762,5.58024,4.895542,4.216756,5.453602,4.45163,3.539144,3.628251,3.53328,3.533185,3.53512,4.961211,,1.01609,0.952089,0.064001,0.158389,0.104865,1.00747,1.035233,0.961699,0.073533,0.184314,0.112656,1.066606,1.042567,0.963305,0.079262,0.196737,0.115814,1.084322,1.046662,0.963553,0.083109,0.203255,0.123521,1.091965,1.048858,0.967165,0.081694,0.205191,0.127245,1.096156
4816,15.0,15.0,4.599988,4.628794,3.775787,5.872567,3.576733,6.126359,4.46594,3.364972,5.04302,3.569896,2.783002,2.309612,3.158349,3.82826,3.992238,7.847738,7.666083,7.103445,7.191989,5.421827,7.300008,6.987133,4.522594,6.943232,3.765229,2.343857,2.341924,2.439957,2.239407,2.049833,11.357471,,0.303243,0.232626,0.070617,0.239452,0.157305,1.020327,0.411221,0.217513,0.193708,0.609655,0.176897,1.078049,0.493123,0.233132,0.25999,0.792816,0.193725,1.093272,0.519159,0.241429,0.27773,0.834494,0.201318,1.098818,0.571989,0.239079,0.332909,1.046807,0.195629,1.101342
4834,31.0,31.0,5.875029,5.751584,5.42071,5.952987,4.797431,5.957668,5.531811,4.973974,5.903112,4.461484,4.623694,4.408935,4.73772,4.438212,4.545853,6.697428,7.466867,6.679095,7.537607,5.876809,7.539992,7.07109,6.226496,7.781308,5.451972,5.487256,5.863685,5.386384,5.635982,6.197856,8.365701,,4.689008,3.986763,0.702245,2.801471,0.718538,1.032015,4.655425,3.843267,0.812157,2.801415,0.454258,1.094731,5.002046,4.139588,0.862458,2.987563,0.548027,1.112761,5.175169,4.15028,1.024889,3.387079,0.429915,1.119403,5.127642,4.18027,0.947371,3.677507,0.537445,1.12246
4836,16.0,16.0,11.42668,10.136834,10.74846,10.139397,11.470067,10.681324,9.745215,10.558362,10.660634,11.576583,9.005764,8.902549,9.282272,10.120559,10.075719,10.597691,7.551594,9.916662,8.08262,9.629455,7.964402,6.595544,9.142196,7.872823,7.744919,8.109215,2.064591,3.446581,3.179637,3.734508,14.579416,,5.18198,5.745069,-0.56309,1.787189,1.129219,0.986013,5.23677,5.022423,0.214348,2.15796,1.137347,1.050127,4.923653,5.066136,-0.142482,1.894279,1.138208,1.065096,5.217935,5.206216,0.01172,1.903822,1.310734,1.070842,4.974242,4.966469,0.007773,1.780192,1.020767,1.074604
4838,15.0,15.0,4.655234,4.769997,4.13555,5.033656,2.960719,4.808191,4.847592,3.309354,4.837354,3.167689,3.136256,4.432127,4.510128,3.736091,4.37545,4.011818,4.910928,4.207883,4.800833,4.598706,4.535526,4.095642,4.009014,4.453292,3.87565,2.15235,1.903028,1.969449,1.765512,1.612526,24.281349,,0.530769,0.116604,0.414165,1.508455,0.154042,1.055582,0.410618,0.136469,0.274149,0.932706,0.179423,1.112444,0.43382,0.139165,0.294654,0.975462,0.188264,1.128508,0.542756,0.136335,0.406421,1.391789,0.192468,1.133724,0.505412,0.133463,0.37195,1.215941,0.207406,1.135829
4840,15.0,15.0,8.981603,9.034009,8.715946,9.154631,8.994679,9.253793,8.963574,8.944462,9.257804,8.949213,8.908207,8.936803,9.068412,9.07425,9.064382,7.43734,7.661016,6.884608,7.871741,5.767613,8.094489,7.280028,5.780905,8.11008,5.783425,5.749199,5.776357,5.862359,5.869393,5.917022,16.583949,,7.478214,7.348598,0.129616,0.33417,0.124,0.984824,7.595438,7.384958,0.21048,0.443782,0.180707,1.033588,7.678519,7.535393,0.143125,0.65361,0.31037,1.047945,7.682499,7.534403,0.148096,0.661526,0.312184,1.053734,7.680768,7.532252,0.148516,0.662,0.311232,1.056914
4844,15.0,15.0,7.387481,7.845659,7.226116,7.304924,7.353439,7.692691,7.711976,7.549858,7.482945,7.242531,7.565353,7.541547,7.489235,8.046155,7.435153,8.982259,8.741677,8.426017,7.860574,3.810677,7.174146,8.812065,6.711047,6.785614,5.261329,3.377462,4.24643,3.441244,3.691241,3.665995,5.176865,,1.188065,1.086019,0.102046,0.233027,0.134837,1.005226,1.248588,1.092353,0.156235,0.366,0.157762,1.057246,1.224532,1.095053,0.129479,0.285096,0.166922,1.071799,1.267821,1.095704,0.172117,0.403588,0.17018,1.078517,1.280986,1.093846,0.18714,0.416561,0.180319,1.082527
4851,15.0,15.0,4.762291,4.508927,4.60377,4.569097,4.385739,4.985901,4.188237,4.20375,4.921791,3.76293,4.196454,4.282656,3.182982,3.893335,3.620758,6.321947,7.877115,5.718491,7.636398,4.15016,7.869424,7.028842,3.947382,7.903741,3.331374,2.982907,5.194082,4.60506,4.457586,4.69804,4.19455,,1.717119,1.118186,0.598933,1.542914,0.421044,1.030226,2.182632,1.405329,0.777302,2.312675,0.733766,1.076078,2.647256,1.177083,1.470172,3.879705,0.641942,1.087817,2.317677,1.212166,1.105512,2.633354,0.681982,1.090094,2.286654,1.234488,1.052166,2.655727,0.677946,1.090215
4859,15.0,15.0,0.882674,0.821079,0.787318,0.709952,0.292307,0.719761,0.706639,0.264622,0.69079,0.223282,0.12775,0.124191,0.135158,0.126259,0.140542,0.669139,0.631838,0.607639,0.648454,0.374245,0.713192,0.516217,0.267123,0.78018,0.239548,0.164285,0.174665,0.208108,0.20591,0.198604,3.194063,,0.497037,0.10862,0.388418,1.066018,0.228599,1.067797,0.662725,0.104998,0.557727,1.502681,0.260529,1.115815,0.657132,0.12864,0.528491,1.341913,0.271256,1.126493,0.661132,0.116897,0.544235,1.414129,0.264289,1.12963,0.635301,0.132201,0.5031,1.250643,0.288143,1.130469
4884,15.0,15.0,4.138982,4.424259,4.155625,4.207584,3.882538,4.24259,4.394342,3.673477,4.190042,3.652763,3.604078,4.420847,4.346443,4.270092,4.2923,2.53008,3.053704,2.35332,3.213999,1.943377,3.309856,2.617792,2.067323,3.328639,1.854792,1.900463,1.470289,1.762973,1.895577,1.936187,3.659074,,2.934192,2.8975,0.036691,0.144805,0.091215,0.905091,2.94124,2.888302,0.052938,0.168777,0.108398,0.993449,2.945582,2.895553,0.050029,0.176977,0.114772,1.022887,2.946889,2.89346,0.053429,0.179652,0.119102,1.036856,2.947818,2.889862,0.057956,0.182628,0.115497,1.044478
4886,16.0,16.0,12.891058,13.229413,12.947204,12.535355,12.108081,13.440344,12.708437,12.600022,12.684844,12.436536,12.761837,12.804492,12.411482,12.855538,12.904058,12.820936,13.100324,12.520206,13.991386,10.564935,14.334204,11.612723,11.774185,14.378524,11.060769,10.840568,8.981629,10.251823,12.795931,11.926615,8.098503,,0.250749,0.096451,0.154298,0.470651,0.122992,0.986991,0.193621,0.095948,0.097673,0.214357,0.146817,1.045732,0.236535,0.095119,0.141416,0.36699,0.149986,1.063232,0.247893,0.097565,0.150327,0.381773,0.151969,1.070985,0.249478,0.087351,0.162126,0.392539,0.153873,1.075399
4887,15.0,15.0,7.664125,7.771489,7.633414,7.845721,7.625867,7.735378,7.73776,7.61944,7.734349,7.611679,7.612714,7.611629,7.60944,7.609798,7.61418,0.821618,0.859337,0.781599,1.3128,0.7839,1.43751,0.812937,0.772778,1.509532,0.763682,0.746676,0.742131,0.761685,0.756959,0.755879,8.12349,,7.664125,7.612714,0.051411,0.249979,0.132007,1.05039,7.771489,7.611629,0.159859,0.621732,0.15784,1.10499,7.845721,7.60944,0.236281,0.928768,0.163,1.122821,7.735378,7.609798,0.12558,0.478339,0.173582,1.131088,7.734349,7.61418,0.120169,0.48024,0.172314,1.135458
4890,15.0,15.0,5.667719,5.67471,5.654475,5.676711,5.659399,5.679872,5.660206,5.646457,5.682616,5.65298,5.657649,5.654138,5.657209,5.655553,5.653125,2.246342,2.633392,2.213356,2.957861,1.722743,2.878137,2.538836,1.787497,2.987069,1.714278,1.714759,1.691726,1.697404,1.694773,1.694595,5.690661,,5.667719,5.657649,0.010071,0.185358,0.105081,1.006626,5.67471,5.654138,0.020572,0.216582,0.121394,1.065571,5.676711,5.657209,0.019502,0.223726,0.128687,1.081914,5.679872,5.655553,0.024319,0.228213,0.132838,1.088878,5.682616,5.653125,0.029491,0.232562,0.135598,1.092716
4891,15.0,15.0,0.616888,0.720503,0.568355,0.674264,0.434214,0.852233,0.66585,0.430736,0.947835,0.412611,0.399794,0.415574,0.413877,0.409393,0.414286,1.614558,1.543371,1.567761,1.548539,0.979316,1.569143,1.487442,0.670085,1.59518,0.166727,0.136553,0.14266,0.144917,0.147275,0.149287,1.17322,,0.616888,0.399794,0.217094,0.757352,0.132852,1.0365,0.720503,0.415574,0.304929,1.079336,0.154476,1.100883,0.674264,0.413877,0.260387,0.721289,0.162095,1.120962,0.852233,0.409393,0.442839,1.359516,0.19332,1.128627,0.947835,0.414286,0.533549,1.691899,0.185865,1.132148
4905,15.0,15.0,7.260316,7.108222,6.965439,6.634368,7.262777,7.074637,6.770757,7.338971,6.88222,7.24463,7.299236,5.620411,5.474721,6.099082,5.739766,8.219098,7.448822,7.279626,8.089251,5.793325,7.747036,6.880795,5.446067,7.93414,5.372313,5.923259,4.864511,4.699443,3.818091,4.244255,10.242331,,3.81541,3.777867,0.037543,0.262288,0.132252,0.984855,3.843952,3.766093,0.077859,0.306493,0.143613,1.053404,3.850569,3.771889,0.07868,0.320185,0.14833,1.075075,3.846428,3.761051,0.085377,0.326697,0.166661,1.082769,3.85523,3.776277,0.078953,0.324319,0.160442,1.08657
4906,15.0,15.0,3.628064,3.722124,3.64316,3.593747,3.037954,4.044379,3.283302,3.083182,3.624694,2.926142,2.699891,3.680698,3.732406,3.725076,3.768362,4.642099,5.87652,4.546909,5.889815,2.062905,6.329261,5.270719,1.865192,6.43674,2.238998,1.146744,2.434603,2.039227,2.691294,2.878986,3.059965,,0.36861,0.238554,0.130055,0.491653,0.119519,0.988121,0.399804,0.257564,0.14224,0.527472,0.157299,1.056118,0.371604,0.248517,0.123087,0.390033,0.177437,1.076023,0.442998,0.256125,0.186872,0.557844,0.177791,1.084053,0.421112,0.25989,0.161222,0.532572,0.185599,1.087767
4910,15.0,15.0,2.23793,2.53619,2.08887,2.331333,1.669885,2.385851,1.881118,1.618134,2.398519,1.626431,1.45883,1.434448,1.43557,1.515334,1.611925,3.142541,2.403891,2.976173,2.385155,2.941724,2.448153,1.999512,3.430089,2.379197,3.08233,3.416069,2.200784,1.556888,1.34718,1.199678,3.68759,,1.632662,1.492996,0.139667,0.972058,0.181038,1.046326,1.682573,1.502475,0.180098,1.095029,0.182714,1.106152,1.835032,1.50215,0.332882,1.613085,0.192965,1.12007,1.86959,1.494382,0.375208,1.698494,0.200045,1.124954,1.925213,1.492943,0.43227,1.493083,0.212632,1.127239
4911,15.0,15.0,18.165712,18.41056,17.599288,17.597866,17.787138,17.499647,17.701324,17.212708,18.066031,17.735718,17.470628,17.100333,17.031283,17.224396,17.465661,16.366091,16.172126,16.050865,16.501888,15.66735,16.498172,15.859112,16.095257,16.675839,15.671852,16.50421,15.117367,15.345467,15.261976,15.429537,18.212811,,18.233161,17.987085,0.246077,1.673502,1.154065,0.993727,18.780273,17.773589,1.006685,3.052779,2.134025,1.048645,18.495035,17.874208,0.620827,2.678263,0.920668,1.065458,18.259638,18.07588,0.183758,1.97562,0.683016,1.072704,18.539236,18.274111,0.265124,2.455695,0.836538,1.07655
4914,16.0,15.0,15.684647,14.496009,15.654804,15.374343,15.612273,14.698308,14.298254,15.711616,14.62298,15.82921,15.9483,13.731068,16.153586,14.490088,15.141151,20.406763,20.655019,19.357181,20.39728,18.5482,20.572484,19.294288,17.447883,20.195651,18.604055,17.77015,16.202074,16.598623,17.132096,17.970745,13.010981,,11.169937,11.364398,-0.194462,0.711669,0.156309,0.9804,11.017443,11.35187,-0.334427,1.215277,0.183332,1.038382,10.983612,11.354726,-0.371114,1.339597,0.194832,1.055109,10.885361,11.32779,-0.44243,1.491841,0.224503,1.064286,10.951537,11.329609,-0.378072,1.261262,0.224294,1.069548
