patient,n_windows,n_omega_hr,ham_K1_S5,ham_K1_S10,ham_K2_S5,ham_K1_S15,ham_K3_S5,ham_K1_S20,ham_K2_S10,ham_K4_S5,ham_K1_S25,ham_K5_S5,ham_K16_S5,ham_K16_S10,ham_K16_S15,ham_K16_S20,ham_K16_S25,proj_K1_S5,proj_K1_S10,proj_K2_S5,proj_K1_S15,proj_K3_S5,proj_K1_S20,proj_K2_S10,proj_K4_S5,proj_K1_S25,proj_K5_S5,proj_K16_S5,proj_K16_S10,proj_K16_S15,proj_K16_S20,proj_K16_S25,ppg_findpeaks,ppg_official,mech_I_S5,mech_C_S5,mech_G_S5,mech_SD_S5,mech_MAD_S5,mech_wRMS_S5,mech_I_S10,mech_C_S10,mech_G_S10,mech_SD_S10,mech_MAD_S10,mech_wRMS_S10,mech_I_S15,mech_C_S15,mech_G_S15,mech_SD_S15,mech_MAD_S15,mech_wRMS_S15,mech_I_S20,mech_C_S20,mech_G_S20,mech_SD_S20,mech_MAD_S20,mech_wRMS_S20,mech_I_S25,mech_C_S25,mech_G_S25,mech_SD_S25,mech_MAD_S25,mech_wRMS_S25
4916,15.0,15.0,54.998715,54.991206,54.94548,54.87568,54.531102,54.817279,55.010538,54.742592,54.494763,54.803232,54.766887,54.348299,54.492631,54.49587,54.451701,14.906957,13.571746,14.938935,13.903465,15.212473,13.123341,13.030307,14.271534,13.6433,14.547768,15.187999,11.056621,12.753174,11.322367,11.98148,53.32336,,59.361128,59.364862,-0.003735,0.163104,0.104554,0.970585,59.365743,59.368143,-0.0024,0.191829,0.112604,1.043865,59.364733,59.374738,-0.010005,0.203802,0.129586,1.065488,59.366539,59.384421,-0.017882,0.210854,0.129354,1.074026,59.363204,59.382334,-0.01913,0.213451,0.140608,1.078171
4921,15.0,15.0,10.000876,10.701316,9.467234,12.713784,8.886169,13.075644,9.803996,9.553879,12.610214,8.464434,7.462476,7.323326,9.724251,11.092939,10.415644,10.729194,10.731781,9.350136,11.108828,8.755179,11.408237,9.542446,8.514964,11.055336,9.237852,7.803733,7.058585,6.674834,6.66543,6.502809,1.636058,,2.643522,2.485318,0.158204,0.760734,0.15534,1.033373,2.859323,2.496644,0.362679,1.851016,0.171962,1.106281,3.002135,2.486587,0.515547,2.34779,0.168625,1.12759,3.321347,2.496969,0.824378,3.591567,0.181997,1.135698,3.45366,2.488985,0.964675,4.118266,0.18198,1.13949
4926,15.0,15.0,3.074578,3.717303,2.899666,3.352316,2.215356,3.556335,3.145611,2.602317,3.205418,2.051196,1.409898,2.709889,2.090524,2.30744,2.32142,5.794166,4.457628,5.983335,4.313486,5.897204,4.435061,4.145899,6.162391,4.305963,5.973113,5.262286,3.632537,4.053487,3.426996,3.370826,10.067645,,0.332889,0.285432,0.047456,0.231252,0.143447,1.037747,0.353685,0.288783,0.064902,0.294771,0.148073,1.098993,0.443069,0.283476,0.159594,0.620816,0.171766,1.115635,0.630957,0.287045,0.343912,1.35219,0.177682,1.121899,0.434807,0.285281,0.149526,0.57475,0.179459,1.125352
4928,15.0,15.0,0.209278,0.310292,0.161864,0.327475,0.145273,0.376029,0.251235,0.124933,0.379344,0.118028,0.101371,0.10384,0.099887,0.105076,0.103154,2.784585,3.654207,2.702341,4.288305,1.077165,4.18553,3.562165,0.92364,4.303312,0.574363,0.12619,0.142815,0.149483,0.162959,0.168134,9.287312,,0.209278,0.101371,0.107907,0.240435,0.138716,1.0303,0.310292,0.10384,0.206452,0.546151,0.165651,1.091092,0.327475,0.099887,0.227588,0.576488,0.177167,1.105039,0.376029,0.105076,0.270954,0.722645,0.183391,1.109425,0.379344,0.103154,0.27619,0.722564,0.194252,1.11101
4929,15.0,15.0,5.897597,5.729552,5.723526,5.696995,4.665072,5.723924,5.447297,5.37979,5.701921,4.23782,4.845433,5.10522,4.786105,4.413708,5.071823,9.468963,7.993596,8.35347,7.861791,7.360397,7.244995,7.503335,5.956919,7.516306,7.789061,6.298074,3.696545,3.221525,2.79871,2.791964,4.787073,,0.785308,0.590356,0.194952,0.738301,0.148116,1.037355,1.043142,0.589915,0.453227,1.725047,0.138291,1.102084,1.129618,0.590035,0.539583,2.052146,0.145355,1.115777,0.896942,0.586096,0.310845,1.097557,0.164641,1.119764,1.072314,0.58353,0.488784,1.788523,0.16318,1.121228
4931,16.0,16.0,6.513138,7.045135,6.061067,7.117738,5.874215,7.204606,6.483878,5.971563,7.431887,6.349397,5.862453,6.519312,5.638202,6.167388,5.832549,6.664017,6.384833,6.679636,6.540966,5.967214,6.908363,6.275581,6.156603,7.770577,6.116135,5.847805,5.216255,5.454802,5.885478,6.052812,18.712859,,4.163674,4.056724,0.106949,0.747999,0.165567,1.046898,4.520752,4.04765,0.473102,2.236639,0.216926,1.105558,4.685429,4.039848,0.645581,3.088062,0.231721,1.11763,4.698166,4.038091,0.660075,3.449064,0.232263,1.121777,4.730676,4.040797,0.689878,3.484255,0.230787,1.123704
4940,15.0,15.0,6.893052,6.867071,6.877114,6.842641,6.86886,6.766821,6.847758,6.864598,6.825444,6.8631,6.855501,6.857982,6.852798,6.850396,6.854349,3.195522,3.502897,3.176277,3.920588,3.001288,4.134879,3.461214,2.991668,4.238947,2.993926,2.980399,2.975243,2.978055,2.977331,2.974896,7.321957,,6.893052,6.855501,0.037551,0.168408,0.10097,0.977238,6.867071,6.857982,0.00909,0.370803,0.119123,1.043401,6.842641,6.852798,-0.010156,1.143105,0.122885,1.065345,6.766821,6.850396,-0.083574,0.813445,0.127354,1.074484,6.825444,6.854349,-0.028905,0.597371,0.127335,1.079048
4941,15.0,15.0,0.752325,0.970042,0.712553,0.797103,0.476325,0.779263,0.91372,0.47154,0.923725,0.461241,0.434003,0.427268,0.428595,0.439595,0.438508,1.848101,1.884161,1.809335,1.9295,1.780582,1.96365,1.832001,1.789506,1.968652,1.755414,1.745743,1.766821,1.775146,1.775282,1.775274,0.417747,,0.752325,0.434003,0.318322,1.116097,0.169712,1.067568,0.970042,0.427268,0.542774,1.85518,0.221385,1.126213,0.797103,0.428595,0.368508,1.140584,0.215694,1.146956,0.779263,0.439595,0.339667,1.023898,0.218008,1.154992,0.923725,0.438508,0.485217,1.566943,0.227378,1.158647
4943,15.0,15.0,2.916315,2.984065,2.818611,2.522382,2.481079,2.974977,2.911222,2.482996,3.198817,2.546644,2.448967,2.682673,2.041519,2.100286,2.323796,1.723057,5.010271,1.574506,4.632407,1.549325,4.229943,4.670157,1.257733,4.13929,0.919947,0.801079,5.000972,4.085258,3.424488,3.314533,8.034558,,0.275049,0.210362,0.064687,0.201185,0.137875,1.001892,0.287559,0.189925,0.097634,0.249874,0.168965,1.068668,0.300643,0.19238,0.108263,0.261582,0.179493,1.088777,0.311513,0.185685,0.125828,0.314629,0.177665,1.097875,0.309496,0.182948,0.126548,0.315894,0.184142,1.10279
4945,15.0,15.0,4.210502,3.932595,3.993011,4.048412,4.200962,4.040101,3.584317,4.046189,4.049433,4.401892,3.898881,3.595021,3.347015,3.866007,4.198391,5.545876,5.507642,5.603215,5.411265,5.090512,5.420922,5.431957,5.53139,5.127514,5.472332,5.048256,2.870413,3.408021,2.878118,3.423184,4.386387,,2.092954,2.029576,0.063378,0.196785,0.130677,1.028284,2.258369,2.044805,0.213563,0.798938,0.15984,1.087296,2.223337,2.044143,0.179193,0.645163,0.168245,1.105113,2.244947,2.051918,0.193029,0.705237,0.177823,1.112826,2.244124,2.048644,0.19548,0.690161,0.172439,1.116953
4956,16.0,16.0,2.719154,2.523834,2.764106,2.966802,2.616562,2.893503,2.320775,2.682944,2.983727,2.819242,2.060455,2.461704,2.254152,2.674683,2.730981,1.866583,2.135872,1.553395,1.889635,1.847948,1.642319,1.555188,1.31563,1.610453,2.018177,0.965182,1.382923,0.413688,0.455514,0.911639,0.857346,,0.144367,0.072919,0.071449,0.161643,0.104253,0.989489,0.241131,0.087068,0.154063,0.468643,0.116508,1.051214,0.524863,0.085604,0.439259,1.576121,0.126611,1.068199,0.20279,0.09144,0.11135,0.260801,0.141356,1.075291,0.268686,0.093406,0.17528,0.514101,0.139733,1.079341
4958,15.0,15.0,4.039095,3.779284,4.039874,3.337118,3.542095,3.761812,3.802135,3.572739,3.376574,3.042839,3.525012,2.320323,2.436889,2.952978,2.295989,5.087971,4.376405,4.444129,4.340651,4.268124,4.125567,4.321294,4.39829,4.130999,3.855254,3.683502,1.662166,2.114902,1.711493,1.746665,5.309997,,0.776008,0.658999,0.117009,0.424645,0.119133,1.015632,0.899969,0.662307,0.237662,0.904508,0.133176,1.07186,0.740103,0.674785,0.065318,0.237154,0.136756,1.089429,0.808771,0.671009,0.137763,0.483372,0.136534,1.098257,0.869377,0.667866,0.201511,0.716515,0.146872,1.102438
4959,15.0,15.0,2.430949,2.408655,2.166937,1.918792,1.998483,2.007981,2.231466,2.034599,2.061102,2.251584,2.248554,1.954283,1.863847,1.849376,1.773113,2.4871,2.206224,1.963299,2.081346,1.957974,1.888412,2.085398,1.946274,1.939761,1.938426,1.370167,1.139697,0.376015,0.294641,0.306786,7.188139,,0.237393,0.183899,0.053495,0.214571,0.138363,1.015396,0.312318,0.172559,0.139759,0.457302,0.170515,1.07819,0.331761,0.174636,0.157125,0.510014,0.176747,1.097292,0.290743,0.18352,0.107223,0.336562,0.173013,1.105228,0.293565,0.186374,0.107191,0.338557,0.17481,1.109307
4962,16.0,16.0,7.892367,8.451519,7.735122,8.769594,7.606644,8.943583,8.373263,7.893325,8.586901,7.742326,7.873865,8.226186,8.593963,8.11439,7.855531,4.329946,5.273909,4.298695,5.778652,3.403968,5.389182,5.006123,4.106904,5.602937,3.387344,4.18967,4.332772,5.296785,4.958959,4.762669,5.202022,,4.311564,4.240822,0.070742,0.25138,0.146291,1.028681,4.531975,4.240669,0.291306,1.06912,0.183803,1.089898,4.673666,4.247787,0.425879,1.575611,0.194319,1.107081,4.688455,4.237722,0.450733,1.608014,0.199086,1.113708,4.682524,4.240695,0.441829,1.533942,0.195909,1.116845
4968,15.0,15.0,6.365437,6.096324,6.413304,6.393391,6.057813,6.290885,5.894126,6.238096,6.476853,5.771694,5.436056,5.471775,5.208155,5.297204,5.454608,4.496866,5.233345,4.075488,4.570839,3.778115,4.593128,4.396384,3.935332,4.97847,3.372674,3.018268,2.893782,2.252015,2.246237,2.437742,4.728212,,2.931809,2.798237,0.133572,0.389503,0.140226,1.036865,3.004903,2.807347,0.197556,0.677074,0.163276,1.094331,2.968352,2.79357,0.174782,0.658692,0.171811,1.109377,3.082409,2.7888,0.293609,1.06725,0.177518,1.115494,3.186454,2.785517,0.400937,1.534874,0.184554,1.118937
4973,15.0,15.0,10.646246,11.019338,10.556471,11.077419,10.9943,11.09497,10.99145,11.373613,10.955981,11.177108,11.288497,10.855986,11.004142,10.849841,10.823835,7.692661,7.222916,7.547358,8.28217,7.292961,8.01721,7.178233,6.867796,7.766342,7.270968,7.117514,7.048383,7.343516,6.954912,6.806546,10.591902,,9.068802,9.440495,-0.371693,1.832529,0.948861,1.003073,9.10345,8.952892,0.150558,2.03487,1.354355,1.064115,9.164214,9.031579,0.132635,2.485106,1.30559,1.079162,9.062363,8.801777,0.260587,2.204155,0.975609,1.085239,8.99944,8.785069,0.21437,2.053129,1.019378,1.088602
4980,15.0,15.0,19.487238,19.629514,18.037443,19.705856,17.71659,18.397489,18.680908,16.69857,20.032928,16.683751,16.078506,18.098833,18.089986,16.829093,19.340416,18.720174,20.540327,15.552655,19.341942,15.840217,18.657675,17.978462,15.013389,18.667208,16.925668,11.216425,12.294447,11.154762,10.573532,11.910884,10.956887,,8.641221,7.820324,0.820897,3.641627,2.518016,1.042922,10.065819,9.20611,0.859709,3.817179,2.709836,1.101962,10.075708,8.065773,2.009935,4.800698,2.880433,1.113518,9.918743,7.920373,1.99837,4.968591,2.785084,1.114533,10.371252,9.241624,1.129628,5.019629,4.058863,1.113242
4982,16.0,16.0,8.093559,6.919518,7.784248,7.113065,7.786185,7.054488,6.740389,7.814629,7.715689,7.80495,7.689293,6.471667,6.993196,6.776128,7.459512,6.212057,6.99054,6.192369,6.265905,6.25114,7.038638,6.063852,5.87955,7.815083,6.747862,3.92769,5.859757,3.676012,4.328287,4.325525,9.959641,,0.772673,0.664795,0.107879,0.339154,0.144551,0.964431,0.811449,0.661083,0.150366,0.428059,0.15344,1.025606,0.95312,0.6646,0.288521,0.938315,0.174778,1.046445,0.980661,0.670991,0.30967,1.011759,0.180641,1.056028,1.0018,0.680699,0.321101,1.099069,0.177935,1.061647
4983,16.0,16.0,0.249299,0.267574,0.215808,0.277273,0.220624,0.291628,0.226704,0.199715,0.299401,0.184642,0.165378,0.174634,0.176165,0.17489,0.177141,5.664601,5.742361,5.46445,6.132024,5.010508,6.391839,5.537483,4.986142,6.394569,4.967889,4.961515,4.946033,4.955693,4.962836,4.957913,6.107549,,0.229557,0.142058,0.087499,0.229726,0.132291,1.011725,0.248491,0.149908,0.098583,0.262685,0.161673,1.071717,0.257731,0.15475,0.102982,0.276376,0.166022,1.088709,0.263742,0.149364,0.114378,0.293035,0.17329,1.094916,0.272374,0.151395,0.120979,0.317088,0.175857,1.09775
4985,16.0,16.0,2.998608,3.765366,2.997649,3.684597,2.897249,3.945383,3.668733,2.681893,3.940421,2.689422,2.996367,3.567659,3.318118,3.746184,3.806305,2.143906,2.125985,1.802306,2.068461,1.650148,2.303854,1.986515,1.754618,2.512102,1.454065,1.623706,0.699414,0.574403,0.666161,0.454224,1.81128,,1.349138,1.215223,0.133915,0.349392,0.213247,1.045177,1.341173,1.215623,0.12555,0.409602,0.215986,1.102525,1.399857,1.216241,0.183617,0.58965,0.235028,1.118346,1.41076,1.198891,0.211869,0.609257,0.231323,1.124351,1.492918,1.197706,0.295212,0.841384,0.237473,1.127453
4986,15.0,15.0,0.551388,0.666171,0.510634,0.60787,0.428156,0.600105,0.617773,0.410102,0.627078,0.417874,0.393102,0.39981,0.400851,0.392024,0.386438,0.436809,0.549505,0.390171,0.569212,0.159625,0.598574,0.488916,0.145276,0.602788,0.144312,0.125828,0.113237,0.115087,0.118142,0.113575,0.90439,,0.551388,0.393102,0.158285,0.525715,0.130956,1.03906,0.666171,0.39981,0.266361,0.873633,0.147458,1.098013,0.60787,0.400851,0.207019,0.627398,0.1575,1.115055,0.600105,0.392024,0.208081,0.589376,0.175258,1.121649,0.627078,0.386438,0.24064,0.709564,0.175852,1.124985
5010,15.0,15.0,0.655759,0.996498,0.603395,0.908326,0.342543,1.150106,0.830948,0.392416,1.016898,0.410447,0.21816,0.258801,0.424326,0.268389,0.311742,1.431364,1.702553,1.407482,1.991396,1.07728,1.874151,1.656319,0.838076,1.866834,0.391266,0.250108,0.270805,0.23467,0.227585,0.244322,1.98791,,0.187498,0.095523,0.091975,0.197474,0.118523,1.016418,0.380265,0.10342,0.276845,0.889462,0.137643,1.084922,0.422034,0.1011,0.320933,1.030137,0.140494,1.104957,0.427384,0.107718,0.319666,1.02985,0.142603,1.11298,0.389884,0.107851,0.282032,0.875283,0.157435,1.116916
5020,15.0,15.0,7.180214,6.374566,6.622415,7.578513,6.541487,6.839834,5.629416,6.068356,7.135718,6.3872,5.766447,5.321383,6.251017,5.259196,5.52172,5.920335,6.12557,5.34729,6.358124,5.640092,6.137284,5.909259,5.674653,6.023794,5.10567,5.222874,4.663128,5.328032,4.824639,4.278866,10.252385,,2.749526,2.536722,0.212803,0.903219,0.126928,1.031915,2.799552,2.545513,0.25404,1.061338,0.154748,1.099814,3.11831,2.531701,0.586609,1.987717,0.168995,1.121761,2.966531,2.519689,0.446842,1.511572,0.177631,1.131102,2.936381,2.512035,0.424346,1.452599,0.182839,1.135894
5022,15.0,15.0,3.143439,3.090994,3.170445,3.172667,2.811636,3.089925,3.068857,2.568401,3.382303,3.328859,2.980683,3.416848,3.32233,3.228889,3.538501,2.380873,2.412626,2.342314,2.289945,1.531253,1.94777,1.949206,1.511636,1.887232,1.406605,1.402125,0.574265,0.317617,0.254072,0.25659,6.476709,,0.760276,0.714432,0.045844,0.241307,0.160402,0.989622,0.774368,0.714647,0.059721,0.280465,0.189563,1.062395,0.772312,0.714423,0.057889,0.313142,0.202337,1.086345,0.848779,0.71554,0.133239,0.568611,0.202242,1.097155,0.865833,0.718228,0.147605,0.635942,0.20429,1.102735
5025,16.0,16.0,4.405482,3.824961,4.098334,3.663132,3.592129,3.350585,3.699746,3.852429,3.542843,3.951915,3.607366,3.029495,3.040809,2.732353,2.47661,5.544167,4.669624,4.729508,4.758501,4.902924,4.630459,3.874709,4.806968,4.808036,3.761913,5.377527,4.138463,4.574287,3.715035,3.996046,0.903857,,0.541873,0.188636,0.353237,1.170559,0.182513,1.04343,0.435346,0.175592,0.259753,0.679405,0.21159,1.103465,0.461566,0.177149,0.284417,0.757647,0.232795,1.11783,0.546387,0.175701,0.370686,1.027916,0.239323,1.122289,0.626565,0.170673,0.455892,1.189979,0.263204,1.123698
5038,15.0,15.0,0.326293,0.331,0.275254,0.355159,0.176096,0.498651,0.271183,0.149174,0.534785,0.139445,0.136361,0.140145,0.143234,0.14412,0.141588,0.379745,0.726118,0.324164,0.837069,0.320321,0.981621,0.641073,0.295227,1.017912,0.287532,0.27732,0.276854,0.278834,0.280886,0.287905,0.713237,,0.326293,0.136361,0.189931,0.628747,0.137443,1.046713,0.331,0.140145,0.190855,0.580585,0.154141,1.104029,0.355159,0.143234,0.211925,0.648252,0.153,1.121302,0.498651,0.14412,0.354531,1.188448,0.166291,1.128909,0.534785,0.141588,0.393197,1.193912,0.166817,1.132797
5049,15.0,15.0,21.187746,21.557145,20.576356,21.325467,20.215018,21.96374,20.952222,20.005961,22.427425,19.864839,18.520138,21.448887,20.636677,21.539624,21.21573,21.093075,18.708227,19.527439,18.537586,17.744709,18.893302,17.699649,12.861653,18.444755,15.598868,12.537021,10.417902,13.103536,12.146868,11.164244,50.612086,,14.323845,14.608855,-0.28501,7.237044,5.285356,0.902376,15.480402,16.936392,-1.455989,7.208496,4.372725,0.977045,14.0566,14.164275,-0.107676,7.468325,5.337243,0.994094,15.335298,16.495754,-1.160457,7.752823,4.679386,1.00115,15.23775,15.711273,-0.473523,7.018268,4.491247,1.0057
5053,15.0,15.0,1.452979,1.460702,1.399036,1.761764,1.133044,1.472541,1.390154,1.109261,1.42934,1.129068,1.069666,1.066582,1.058755,1.055391,1.051269,0.80904,1.380834,0.697409,1.170452,0.660342,1.231534,1.245127,0.640818,1.212339,0.664639,0.595457,0.624455,0.60985,0.607343,0.605895,1.100124,,1.452979,1.069666,0.383313,1.027457,0.181583,1.053887,1.460702,1.066582,0.394121,1.082764,0.185365,1.100748,1.761764,1.058755,0.70301,1.925623,0.203398,1.113561,1.472541,1.055391,0.41715,1.474168,0.22525,1.11842,1.42934,1.051269,0.37807,1.324778,0.220633,1.121693
5058,15.0,15.0,5.820867,4.796654,5.596078,4.092023,5.311768,4.010565,4.844546,5.296583,4.24617,5.269762,4.923652,3.969478,3.921383,3.579888,2.9034,5.756985,4.117189,5.637706,3.874104,4.699611,4.032577,3.487781,4.91848,3.796045,4.969987,6.012765,1.667295,1.666459,1.785146,1.389989,7.17788,,2.209206,2.037554,0.171652,0.825672,0.388121,1.045837,2.065883,2.009441,0.056441,0.652883,0.400704,1.105123,2.201486,2.074817,0.126669,0.64574,0.348216,1.123527,2.043711,2.010687,0.033024,0.698446,0.433574,1.128874,2.162753,2.047152,0.1156,0.796422,0.442685,1.13093
5061,15.0,15.0,5.38583,5.680259,4.946261,5.450777,4.807491,5.229117,5.197129,4.742722,5.071927,5.073878,4.806721,4.86865,4.717087,4.392351,4.395378,4.02295,6.380515,4.756616,6.1551,3.76363,6.596947,6.428161,3.042523,6.802576,3.619163,2.281211,6.433935,5.79974,6.418813,6.824212,16.653273,,0.24708,0.205083,0.041996,0.204257,0.122853,1.029526,0.357209,0.216633,0.140576,0.58011,0.155913,1.08801,0.362151,0.225486,0.136665,0.548802,0.156944,1.103663,0.353161,0.225114,0.128047,0.50131,0.155968,1.109754,0.371029,0.226947,0.144082,0.548997,0.167962,1.112299
5064,15.0,15.0,1.06874,1.319427,1.041434,1.442062,1.047305,1.408501,1.272122,1.029784,1.509493,1.036316,1.018743,1.03164,1.023133,1.017355,1.020208,1.196545,1.36323,1.171387,1.38837,1.15951,1.782427,1.329095,1.134578,1.820139,1.152303,1.122847,1.131514,1.124725,1.11833,1.113151,3.684317,,1.127304,1.077192,0.050113,0.192599,0.127301,1.018202,1.121908,1.085085,0.036823,0.294368,0.127324,1.079131,1.127505,1.077603,0.049902,0.309629,0.149554,1.096901,1.166559,1.074883,0.091676,0.283688,0.151522,1.104558,1.206596,1.074242,0.132354,0.378998,0.154853,1.108761
5065,15.0,15.0,7.641752,8.207046,7.430253,8.562994,7.453252,7.676474,7.978231,7.467813,8.102918,7.62508,7.350061,7.827628,8.146873,7.355537,7.847803,3.988935,5.114465,3.949508,5.060056,3.672973,4.973068,4.310205,3.669209,5.176621,3.895725,2.532064,3.402763,2.950471,2.756215,2.314157,9.788396,,5.075911,4.994053,0.081858,0.212573,0.12428,1.051212,5.116933,4.996633,0.1203,0.294117,0.143837,1.108559,5.126778,5.002043,0.124735,0.307187,0.147788,1.125304,5.123997,4.997409,0.126588,0.290496,0.148794,1.132089,5.234555,5.007069,0.227486,0.671084,0.161717,1.135493
5069,15.0,15.0,2.21312,2.182496,2.190295,2.240988,2.068003,2.180196,2.139846,2.062652,2.255772,2.052134,2.045512,2.057001,2.047272,2.062568,2.046478,26.968859,26.42645,26.430762,26.581687,27.610317,26.694147,25.764334,27.405268,26.507184,28.209873,28.288569,28.255434,28.258138,28.267187,28.257024,1.216546,,2.359418,2.184562,0.174856,0.651969,0.145319,0.971976,2.326403,2.193898,0.132505,0.514875,0.152827,1.029431,2.389075,2.186397,0.202678,0.740048,0.170389,1.043947,2.324211,2.20264,0.121571,0.474949,0.175953,1.049463,2.405233,2.185497,0.219736,0.930745,0.178731,1.052453
5078,15.0,15.0,11.369101,10.452937,11.071145,11.112006,11.227032,10.850864,10.334167,10.782732,10.950445,11.444059,10.937225,10.171039,9.976418,10.145447,10.290453,13.675151,13.666649,13.575798,13.869657,10.932526,13.897984,13.170823,10.855092,14.004142,10.788052,10.499133,9.261139,9.850045,9.950754,9.978433,14.537372,,6.356603,6.270219,0.086384,0.263333,0.148213,0.982074,6.452717,6.26712,0.185598,0.611694,0.14658,1.064207,6.545448,6.270009,0.27544,0.946984,0.164987,1.082119,6.61507,6.26543,0.34964,1.194111,0.173003,1.089253,6.531057,6.266216,0.264841,0.846314,0.170708,1.092387
5079,15.0,15.0,6.567691,6.825805,6.824328,6.953207,5.090633,7.217577,6.936773,5.126867,7.282456,3.983737,3.492338,4.294824,4.924114,4.75637,4.817914,7.864241,9.67486,6.748747,10.311084,4.831442,10.424117,8.747914,3.527746,10.556521,3.411385,1.638815,1.584737,2.651996,2.639166,2.601623,3.88144,,5.13634,2.990882,2.145459,4.874738,0.26023,0.957612,4.93494,2.9998,1.93514,4.278248,0.321966,1.040003,5.169782,3.007493,2.162289,4.537054,0.322999,1.053337,5.333924,3.02865,2.305274,4.911529,0.317128,1.055733,5.297055,3.006257,2.290798,4.962583,0.314996,1.056138
5081,15.0,15.0,5.390203,5.513606,5.262459,5.617981,5.476122,5.419704,5.457203,5.251428,5.367044,5.500617,5.212132,4.945552,5.323016,4.902472,5.005771,3.328834,2.754936,3.247919,2.313324,3.377685,3.037842,2.457034,3.0565,2.63073,2.287671,2.109147,2.047236,1.844555,2.083052,2.199866,8.115189,,3.4529,3.264835,0.188065,0.553133,0.22613,1.036952,3.735981,3.260244,0.475737,1.388164,0.317739,1.09165,3.649192,3.271288,0.377904,1.166471,0.353131,1.104923,3.668534,3.263067,0.405467,1.220717,0.367561,1.110338,3.618235,3.240806,0.377429,1.223614,0.307435,1.1133
5097,15.0,15.0,4.368858,4.058023,4.28509,3.86502,3.21585,3.782886,4.011828,2.839156,3.559775,2.639758,2.327683,3.737929,3.344903,3.586936,3.189395,6.138646,5.264509,6.234131,5.405434,5.00883,4.960697,4.953326,5.32696,5.030502,4.530279,2.68491,0.614522,1.092592,1.456138,1.7133,6.411285,,0.289485,0.158205,0.13128,0.463426,0.119907,0.98014,0.462072,0.186293,0.275779,0.846337,0.157903,1.041712,0.366132,0.171112,0.195021,0.5814,0.161953,1.060527,0.457443,0.169318,0.288125,0.915393,0.179026,1.068471,0.374431,0.160251,0.21418,0.598158,0.16731,1.072592
5098,15.0,15.0,12.687393,13.450497,12.562729,14.332958,11.701119,13.396399,12.703405,11.784477,13.734039,12.452978,12.979637,12.360475,13.991105,12.946426,13.825173,12.137167,11.967932,10.519313,11.802234,9.928208,11.549396,10.589906,9.957385,11.767999,9.099035,7.18975,4.395353,5.342314,5.571958,5.749894,47.29673,,0.553188,0.153141,0.400047,1.048689,0.152147,1.028119,0.594207,0.163225,0.430982,1.103727,0.20032,1.079949,0.649446,0.155189,0.494257,1.277692,0.193171,1.095216,0.694458,0.15145,0.543008,1.340721,0.204146,1.100273,0.696365,0.149018,0.547347,1.373199,0.212569,1.102503
